timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-06T23:31:56,train_L12_L12H4E128_cuda,1fe6808a-e6c3-48c4-949d-14e180b75096,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.3143081000016537,0.0018997866032866822,0.0008208875055509354,4.687445030550633,211.35860218821415,10.0,0.00019757764028369664,0.011913688419832029,0.00041617609805560073,0.012527442158171328,0.0,Denmark,DNK,south denmark,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 3090,9.5244,55.2422,15.751651763916016,machine,0.0,41.0,77.8,12.249649047851562,N,1.0,0.0
