task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
x,2026-05-06T00:13:02,codecarbon,9492b8cc-fb7c-4b3d-a62d-935d33a401d7,3.965772208000999,2.8541493363867344e-07,7.196951430768689e-08,0.7005,0.023500000000000004,6.0,1.9509051479134844e-07,1.623891234017113e-08,1.6707340983460502e-06,1.8820635254775698e-06,0.0,Denmark,DNK,capital region,,,macOS-26.4.1-arm64-arm-64bit,3.11.15,3.2.6,18,Apple M5 Pro,1,Apple M5 Pro,12.5066,55.783,24.0,machine,0.0,0.0,0.0,0.0,N
