timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-14T15:54:17,train_baseline_L4H4E128_cuda,4ae44658-8e72-4d68-9d09-c9ff8ce36cdf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.07415519999631,0.0005680300754499891,1.3187259803763668e-05,5.0053740252,296.65231490927613,10.0,5.3185083185483336e-05,0.003585428146118,0.00010705162694438413,0.003745664856247867,0.0,Denmark,DNK,capital region,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 3090,12.5066,55.783,15.751651763916016,machine,0.0,79.8780487804878,68.10487804878048,10.72876088212176,N,1.0,0.0
