timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-06T22:53:25,infer_N1000_tokens1000_temp1.0,a85473c0-4d2d-4868-be80-9d8f6235f8ff,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0102054000017233,1.4374135574500507e-05,7.150580520024563e-06,4.833967583250001,10.703684011903173,10.0,1.263834208336578e-05,5.688004550400555e-05,2.526654861111537e-05,9.478493619848669e-05,0.0,Denmark,DNK,south denmark,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 3090,9.5244,55.2422,15.751651763916016,machine,0.0,0.0,82.2,12.942974090576172,N,1.0,0.0
