timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-06T23:33:26,train_B32_L4H4E128_cuda,c002f56f-625a-4f98-93cd-e949d8656b2a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.1310397000052035,0.000738333109254271,0.0003464661447895448,4.718670750738001,167.3881962727067,10.0,9.182247070703043e-05,0.004583811444824004,0.00019303149333326373,0.004868665408864298,0.0,Denmark,DNK,south denmark,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,12,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1,1 x NVIDIA GeForce RTX 3090,9.5244,55.2422,15.751651763916016,machine,0.0,0.0,77.7,12.246723175048828,N,1.0,0.0
